energy_consumption_llm_total,response_token_length,response_duration,total_duration,model_size,adj_count,polysyllabcount,long_word_count
9.182754382276232e-05,535.0,62221045000.0,63396207013.0,2000000000.0,1.0,0.0,3.0
9.822613136802264e-06,30.0,3099946000.0,5248670957.0,2000000000.0,4.0,4.0,7.0
9.0787299892041e-05,517.0,59800855000.0,60802820111.0,2000000000.0,0.0,2.0,3.0
5.9384256874935866e-05,332.0,38057786000.0,39033660144.0,2000000000.0,2.0,0.0,3.0
6.120543116993375e-06,18.0,1905696000.0,2639218613.0,2000000000.0,1.0,1.0,1.0
2.8788483792461407e-05,146.0,16472999000.0,17653055408.0,2000000000.0,2.0,1.0,3.0
2.7716138078776315e-05,143.0,15838129000.0,16845586451.0,2000000000.0,2.0,0.0,3.0
6.942058457930884e-06,19.0,2010327000.0,3353195306.0,2000000000.0,2.0,4.0,6.0
6.61818647049154e-05,365.0,41692755000.0,43192108213.0,2000000000.0,0.0,0.0,3.0
2.00759691596939e-05,99.0,10790775000.0,12021906948.0,2000000000.0,1.0,2.0,3.0
8.802153177267028e-05,498.0,57422980000.0,58473452431.0,2000000000.0,1.0,2.0,3.0
2.249890025397027e-05,113.0,12430894000.0,13872296690.0,2000000000.0,0.0,1.0,2.0
7.89682158361706e-05,455.0,51900210000.0,53021780726.0,2000000000.0,1.0,2.0,5.0
7.127738927255518e-06,20.0,2079193000.0,3364284153.0,2000000000.0,0.0,1.0,3.0
2.1208812740907727e-05,101.0,11336176000.0,12734769101.0,2000000000.0,0.0,3.0,5.0
6.150169621320473e-05,345.0,39256718000.0,40437208858.0,2000000000.0,2.0,1.0,3.0
1.2541437351596047e-05,46.0,4996176000.0,6948317418.0,2000000000.0,1.0,0.0,2.0
7.134328072480393e-05,402.0,45557631000.0,46563018908.0,2000000000.0,1.0,1.0,3.0
9.587346544742783e-06,38.0,4203062000.0,5119487396.0,2000000000.0,0.0,0.0,1.0
7.605076218953485e-06,26.0,2725534000.0,3780161359.0,2000000000.0,1.0,2.0,2.0
6.886412404254048e-05,394.0,45064803000.0,46402483993.0,2000000000.0,0.0,4.0,5.0
7.840979103175385e-06,26.0,2690585000.0,3930575605.0,2000000000.0,1.0,3.0,5.0
7.801248217099017e-06,30.0,3144655000.0,3994684291.0,2000000000.0,0.0,1.0,3.0
1.841518915346068e-05,112.0,12429810000.0,13676665192.0,2000000000.0,1.0,1.0,4.0
1.4700051239856448e-05,63.0,6963153000.0,8514059480.0,2000000000.0,1.0,1.0,3.0
1.2774997520814922e-05,55.0,5943648000.0,7175251771.0,2000000000.0,1.0,1.0,5.0
9.451247419538206e-05,527.0,61078112000.0,62031331643.0,2000000000.0,0.0,0.0,0.0
8.09967544771359e-06,21.0,2228789000.0,3834665279.0,2000000000.0,0.0,1.0,2.0
7.130147178531236e-06,20.0,2092373000.0,3273204829.0,2000000000.0,1.0,1.0,1.0
3.0242290672262304e-05,111.0,12351957000.0,18931457755.0,2000000000.0,7.0,7.0,21.0
6.879652220950746e-05,393.0,45106676000.0,46163006557.0,2000000000.0,0.0,1.0,3.0
9.150068000015574e-05,478.0,56657847000.0,63251800680.0,2000000000.0,8.0,4.0,17.0
2.278104647096608e-05,115.0,12560214000.0,14453112077.0,2000000000.0,0.0,2.0,5.0
8.794481930684408e-06,23.0,2387010000.0,4720006785.0,2000000000.0,2.0,6.0,12.0
7.573841542336676e-06,22.0,2313987000.0,3864809303.0,2000000000.0,2.0,1.0,6.0
9.288399939065047e-05,530.0,62156258000.0,63335738709.0,2000000000.0,0.0,2.0,5.0
1.2777631479730714e-05,58.0,6206790000.0,7213490354.0,2000000000.0,0.0,0.0,1.0
1.2752204301276411e-05,35.0,3630635000.0,7218147262.0,2000000000.0,2.0,9.0,20.0
1.494642814465628e-05,68.0,7326668000.0,8935757708.0,2000000000.0,2.0,0.0,1.0
6.768064671646246e-05,391.0,44639556000.0,45819916291.0,2000000000.0,0.0,1.0,2.0
7.292524485582793e-05,414.0,48075983000.0,49520218206.0,2000000000.0,1.0,2.0,4.0
8.887902981005858e-05,516.0,59152229000.0,60274062969.0,2000000000.0,0.0,2.0,4.0
4.607501061149568e-05,265.0,29491450000.0,30617612217.0,2000000000.0,0.0,0.0,1.0
8.682721073309131e-05,514.0,59263004000.0,60398349693.0,2000000000.0,0.0,2.0,4.0
6.689563367578043e-05,395.0,45004208000.0,46126014632.0,2000000000.0,0.0,1.0,2.0
7.191074854806103e-05,432.0,49196345000.0,50432344872.0,2000000000.0,0.0,0.0,2.0
7.815165383109194e-06,24.0,2608254000.0,3842525579.0,2000000000.0,1.0,4.0,5.0
7.00221035718552e-06,24.0,2498119000.0,3334921599.0,2000000000.0,1.0,0.0,1.0
1.2626998400249108e-05,56.0,5924290000.0,7100957946.0,2000000000.0,0.0,3.0,5.0
1.5666225697542072e-05,72.0,7749319000.0,9537777415.0,2000000000.0,2.0,2.0,4.0
9.095981187866684e-06,32.0,3415714000.0,4858296270.0,2000000000.0,3.0,0.0,3.0
8.04248486134911e-06,27.0,2998350000.0,3945035993.0,2000000000.0,0.0,0.0,0.0
7.387068904163439e-05,416.0,47892042000.0,49017932191.0,2000000000.0,0.0,0.0,1.0
8.324858499461438e-05,475.0,54581374000.0,56130026067.0,2000000000.0,0.0,0.0,2.0
1.5107395749912133e-05,42.0,4586420000.0,8569595762.0,2000000000.0,5.0,3.0,8.0
1.3586005251696142e-05,50.0,5478948000.0,7543479341.0,2000000000.0,2.0,8.0,9.0
3.5682658883539866e-05,181.0,20191053000.0,22534838935.0,2000000000.0,0.0,1.0,3.0
1.952084680271665e-05,77.0,8443236000.0,11624916602.0,2000000000.0,1.0,3.0,4.0
1.0995021522644927e-05,34.0,3538501000.0,5822105529.0,2000000000.0,2.0,2.0,2.0
6.476914781227553e-06,17.0,1715596000.0,3006903649.0,2000000000.0,1.0,2.0,3.0
7.693643194990928e-06,22.0,2399743000.0,3688011417.0,2000000000.0,1.0,1.0,3.0
1.0253344832671537e-05,24.0,2502708000.0,5332590001.0,2000000000.0,4.0,1.0,9.0
9.11356136233906e-06,31.0,3260382000.0,4812501414.0,2000000000.0,1.0,2.0,5.0
9.793910818837206e-06,21.0,2270868000.0,5232735899.0,2000000000.0,2.0,5.0,10.0
9.442086275749735e-06,32.0,3434195000.0,4935457455.0,2000000000.0,1.0,1.0,2.0
7.322829902619812e-06,23.0,2375183000.0,3505582973.0,2000000000.0,2.0,2.0,2.0
8.198753320349048e-06,24.0,2495380000.0,3942449959.0,2000000000.0,2.0,1.0,5.0
1.0403894755244257e-05,39.0,4297513000.0,5628638481.0,2000000000.0,1.0,3.0,4.0
8.545176641321953e-05,502.0,57997604000.0,59223879781.0,2000000000.0,1.0,2.0,5.0
8.239957586337278e-06,27.0,2951062000.0,4302408547.0,2000000000.0,1.0,2.0,5.0
6.578872906216268e-05,383.0,43486916000.0,44667858188.0,2000000000.0,0.0,0.0,3.0
1.573022459154607e-05,55.0,6060205000.0,9283887832.0,2000000000.0,2.0,7.0,9.0
7.304792189929221e-06,24.0,2529663000.0,3480569781.0,2000000000.0,0.0,0.0,3.0
1.3782106016917958e-05,60.0,6458405000.0,7849604734.0,2000000000.0,0.0,0.0,2.0
9.42368042444542e-06,31.0,3273519000.0,4887597334.0,2000000000.0,1.0,1.0,3.0
1.090149388259186e-05,45.0,4808482000.0,5752446285.0,2000000000.0,1.0,0.0,2.0
1.2769112850779764e-05,38.0,4109835000.0,7172712881.0,2000000000.0,2.0,3.0,12.0
7.568187570325632e-06,19.0,1993839000.0,3714510462.0,2000000000.0,2.0,1.0,3.0
7.775767097870509e-06,26.0,2775985000.0,3855147505.0,2000000000.0,1.0,1.0,2.0
1.2136267999460018e-05,46.0,4864495000.0,6802431184.0,2000000000.0,2.0,5.0,8.0
7.80400821952112e-05,458.0,52230154000.0,53172301954.0,2000000000.0,1.0,0.0,2.0
1.3422111432327929e-05,43.0,4686376000.0,8019288488.0,2000000000.0,1.0,1.0,4.0
7.701305057536472e-06,25.0,2669338000.0,3957631281.0,2000000000.0,1.0,1.0,3.0
8.434030036927057e-06,23.0,2383851000.0,4272291992.0,2000000000.0,1.0,1.0,5.0
6.50960992399376e-05,376.0,42547620000.0,43621815613.0,2000000000.0,0.0,2.0,2.0
1.273293826888376e-05,58.0,6210769000.0,7259334777.0,2000000000.0,0.0,0.0,1.0
7.714177137522701e-05,448.0,51465904000.0,52542546362.0,2000000000.0,2.0,1.0,2.0
9.43238113248286e-06,33.0,3473302000.0,5090586862.0,2000000000.0,2.0,2.0,5.0
6.453977160517964e-05,369.0,42516051000.0,43465877699.0,2000000000.0,2.0,0.0,3.0
7.773935966203111e-06,23.0,2459539000.0,4014509028.0,2000000000.0,3.0,2.0,5.0
9.660727788342373e-06,32.0,3481676000.0,5101933151.0,2000000000.0,2.0,3.0,5.0
8.662908832767627e-06,28.0,2994339000.0,4441668671.0,2000000000.0,1.0,0.0,0.0
1.6299865386668986e-05,67.0,7261277000.0,9703472510.0,2000000000.0,3.0,2.0,7.0
9.04579894551122e-06,36.0,3952074000.0,4900438210.0,2000000000.0,0.0,1.0,1.0
7.320530277364408e-06,21.0,2224088000.0,3622638117.0,2000000000.0,2.0,1.0,0.0
9.282206672996854e-05,540.0,62611084000.0,63553015005.0,2000000000.0,0.0,3.0,5.0
5.910869125661521e-05,338.0,38674423000.0,40569704618.0,2000000000.0,3.0,1.0,8.0
8.100690858505856e-06,27.0,2905178000.0,4101510981.0,2000000000.0,1.0,2.0,3.0
8.311245965495624e-05,481.0,55667051000.0,56725839753.0,2000000000.0,1.0,1.0,3.0
6.431799485007202e-05,364.0,41712934000.0,43214059179.0,2000000000.0,2.0,4.0,4.0
8.705321396593064e-06,32.0,3387078000.0,4515942673.0,2000000000.0,1.0,1.0,1.0
2.3434168337973165e-05,124.0,13566463000.0,14620548202.0,2000000000.0,1.0,4.0,4.0
7.910689294333761e-05,456.0,52697265000.0,53868828149.0,2000000000.0,3.0,1.0,1.0
8.475434450856775e-05,488.0,56574941000.0,57523196196.0,2000000000.0,2.0,1.0,3.0
2.5769203721439468e-05,125.0,13808395000.0,15990073836.0,2000000000.0,2.0,1.0,5.0
3.644389360531785e-05,188.0,21159024000.0,23490201683.0,2000000000.0,3.0,6.0,10.0
1.613624346062275e-05,50.0,5607895000.0,9527734755.0,2000000000.0,3.0,3.0,17.0
2.909904186929393e-05,153.0,17156708000.0,18602630349.0,2000000000.0,2.0,2.0,3.0
1.623685463726831e-05,75.0,8442290000.0,9845185346.0,2000000000.0,0.0,3.0,7.0
5.077572402977852e-05,287.0,32866935000.0,34362965385.0,2000000000.0,2.0,2.0,4.0
3.277325716253414e-05,183.0,20262011000.0,21868065906.0,2000000000.0,0.0,0.0,2.0
2.018712696361668e-05,91.0,10060780000.0,12558588878.0,2000000000.0,1.0,9.0,11.0
6.764805903090592e-05,388.0,44547694000.0,45666522148.0,2000000000.0,0.0,1.0,1.0
1.726794483770196e-05,88.0,9543891000.0,10725955443.0,2000000000.0,1.0,1.0,2.0
2.116825372353899e-05,96.0,10641911000.0,13308480621.0,2000000000.0,2.0,5.0,9.0
2.083660001578908e-05,107.0,11799806000.0,13136200202.0,2000000000.0,2.0,2.0,2.0
6.68398984421672e-05,389.0,44454059000.0,45463124585.0,2000000000.0,1.0,2.0,3.0
3.445439743048103e-05,194.0,21602594000.0,22734990449.0,2000000000.0,1.0,3.0,3.0
8.211727070264948e-05,474.0,54923622000.0,55979559080.0,2000000000.0,2.0,4.0,5.0
4.03413605924262e-05,186.0,21083356000.0,26827128090.0,2000000000.0,5.0,3.0,15.0
1.1160883892677203e-05,23.0,2579840000.0,6272913546.0,2000000000.0,9.0,9.0,15.0
8.114459755685593e-06,30.0,3207892000.0,4052087403.0,2000000000.0,1.0,0.0,1.0
2.583055295159855e-05,132.0,14719085000.0,16215555666.0,2000000000.0,0.0,1.0,1.0
5.927398045299447e-05,344.0,38975960000.0,40104766814.0,2000000000.0,0.0,3.0,4.0
3.202414249214768e-05,175.0,19631844000.0,20532176399.0,2000000000.0,0.0,1.0,2.0
7.983185485994825e-05,444.0,51692102000.0,54759672901.0,2000000000.0,4.0,12.0,17.0
8.058793027945253e-05,462.0,53616149000.0,54790614127.0,2000000000.0,1.0,4.0,4.0
6.751989662619869e-05,401.0,46262669000.0,47316976703.0,2000000000.0,1.0,2.0,3.0
2.0591179931256943e-05,106.0,11849784000.0,12978846089.0,2000000000.0,0.0,3.0,4.0
1.9759198665948657e-05,84.0,9159537000.0,11992334664.0,2000000000.0,0.0,5.0,8.0
6.977695026563741e-06,20.0,2122775000.0,3412245005.0,2000000000.0,2.0,2.0,4.0
2.145709255860778e-05,112.0,12285898000.0,13536386313.0,2000000000.0,1.0,3.0,3.0
1.1419726443003705e-05,51.0,5497375000.0,6396506096.0,2000000000.0,1.0,0.0,2.0
9.430632180011278e-06,36.0,3858875000.0,5095778733.0,2000000000.0,0.0,1.0,2.0
9.279949526042824e-06,38.0,4082617000.0,4978147362.0,2000000000.0,0.0,2.0,3.0
9.552501503826422e-06,39.0,4210332000.0,5052388419.0,2000000000.0,1.0,1.0,1.0
5.706617652704664e-05,317.0,36191490000.0,37143266288.0,2000000000.0,1.0,0.0,0.0
9.669465328982264e-06,32.0,3430123000.0,5143264332.0,2000000000.0,2.0,2.0,4.0
2.832462726516832e-05,150.0,16677374000.0,17970016388.0,2000000000.0,0.0,1.0,1.0
7.970415700896866e-05,447.0,51377634000.0,52794265188.0,2000000000.0,1.0,3.0,7.0
1.633227467570787e-05,76.0,8428269000.0,9932369904.0,2000000000.0,0.0,1.0,3.0
8.663617391859603e-06,27.0,2967381000.0,4572326141.0,2000000000.0,1.0,1.0,7.0
7.73711066597886e-05,445.0,51458055000.0,52750549110.0,2000000000.0,0.0,5.0,6.0
7.11127496019778e-05,422.0,48202037000.0,49435977317.0,2000000000.0,1.0,1.0,6.0
1.219960692514624e-05,39.0,4362485000.0,6936279001.0,2000000000.0,1.0,2.0,4.0
7.720005879799525e-06,25.0,2649873000.0,3824491386.0,2000000000.0,0.0,3.0,3.0
1.2810169931221126e-05,59.0,6414708000.0,7528994640.0,2000000000.0,0.0,2.0,2.0
6.780676564905378e-06,17.0,1765903000.0,3170807126.0,2000000000.0,0.0,1.0,4.0
7.836104058557085e-06,16.0,1658828000.0,3888826018.0,2000000000.0,3.0,0.0,3.0
1.3686442086004629e-05,50.0,5610706000.0,7971296595.0,2000000000.0,1.0,2.0,2.0
7.504262259932952e-06,25.0,2687444000.0,3746285635.0,2000000000.0,1.0,0.0,1.0
6.809184402092117e-06,18.0,1940843000.0,3286981945.0,2000000000.0,0.0,1.0,1.0
9.493923529079478e-06,38.0,3951423000.0,5082441734.0,2000000000.0,0.0,1.0,2.0
1.8008432632843705e-05,90.0,9867450000.0,10997593844.0,2000000000.0,1.0,0.0,0.0
2.916311966457112e-05,146.0,16401427000.0,19126830337.0,2000000000.0,1.0,3.0,7.0
2.505887581161433e-05,133.0,14973885000.0,16150057222.0,2000000000.0,0.0,1.0,2.0
5.902100530316631e-05,340.0,38774603000.0,39780807842.0,2000000000.0,1.0,0.0,3.0
9.620393165792946e-06,33.0,3528757000.0,5425524102.0,2000000000.0,4.0,7.0,10.0
1.606303777913747e-05,80.0,8743820000.0,9747757482.0,2000000000.0,0.0,3.0,3.0
6.11196398337682e-06,17.0,1836194000.0,2890625464.0,2000000000.0,1.0,1.0,1.0
1.1324200150173882e-05,43.0,4729178000.0,6383806577.0,2000000000.0,4.0,2.0,5.0
1.8893009013405684e-05,93.0,10362136000.0,11596191478.0,2000000000.0,1.0,1.0,2.0
1.3073829423213743e-05,57.0,6175138000.0,7513761865.0,2000000000.0,0.0,0.0,4.0
1.0754801943501757e-05,39.0,4386708000.0,5882910405.0,2000000000.0,0.0,1.0,2.0
6.686555149088514e-05,384.0,44238315000.0,45359643587.0,2000000000.0,1.0,1.0,2.0
4.425000061460836e-05,250.0,28108188000.0,29399848884.0,2000000000.0,0.0,2.0,4.0
1.5648117639823372e-05,73.0,7888167000.0,8945032081.0,2000000000.0,0.0,2.0,4.0
1.864786344767729e-05,97.0,10629217000.0,11578278330.0,2000000000.0,1.0,2.0,3.0
9.032537307010758e-06,27.0,2967921000.0,4687456745.0,2000000000.0,1.0,1.0,3.0
9.080300478208956e-06,30.0,3171524000.0,4674895512.0,2000000000.0,2.0,2.0,6.0
7.618156457940737e-06,17.0,1772314000.0,3721971024.0,2000000000.0,6.0,7.0,8.0
1.1610037407076306e-05,33.0,3488614000.0,6499395843.0,2000000000.0,6.0,8.0,13.0
2.6141829603633263e-05,138.0,15519468000.0,16573400837.0,2000000000.0,0.0,4.0,4.0
1.522466641598842e-05,67.0,7172565000.0,8781657610.0,2000000000.0,2.0,2.0,5.0
5.811506786543765e-05,323.0,36466062000.0,37595017251.0,2000000000.0,0.0,0.0,3.0
6.480337641734275e-05,355.0,40686713000.0,42759227953.0,2000000000.0,0.0,2.0,4.0
9.59448481208721e-06,28.0,2995220000.0,5060899245.0,2000000000.0,1.0,6.0,9.0
3.3733620143122296e-05,177.0,19857443000.0,21144655071.0,2000000000.0,0.0,2.0,3.0
2.760574368731988e-05,146.0,16310253000.0,17315712679.0,2000000000.0,1.0,2.0,3.0
5.037131731256273e-05,253.0,29123079000.0,33262062599.0,2000000000.0,2.0,5.0,7.0
1.024116363197551e-05,24.0,2588164000.0,5816933512.0,2000000000.0,2.0,3.0,6.0
0.000100349891732,576.0,67281414000.0,68573223042.0,2000000000.0,1.0,2.0,6.0
7.958480222728811e-05,453.0,52397824000.0,53571667759.0,2000000000.0,0.0,2.0,4.0
7.34568711434573e-05,417.0,48217787000.0,49167850757.0,2000000000.0,1.0,3.0,3.0
8.742288253777739e-05,495.0,57318224000.0,58497694523.0,2000000000.0,1.0,1.0,4.0
9.606425220179208e-05,547.0,63434873000.0,64555535989.0,2000000000.0,2.0,2.0,3.0
1.156931324191609e-05,47.0,5084295000.0,6528142083.0,2000000000.0,1.0,3.0,3.0
1.3865094050975152e-05,64.0,6831463000.0,8008316299.0,2000000000.0,1.0,0.0,2.0
1.134469541411974e-05,50.0,5346192000.0,6352799598.0,2000000000.0,0.0,1.0,1.0
2.83609549478298e-05,158.0,17254479000.0,18265728534.0,2000000000.0,0.0,1.0,3.0
1.724540485516715e-05,83.0,9317295000.0,10441102714.0,2000000000.0,1.0,2.0,3.0
7.39974713912503e-06,21.0,2132869000.0,3526173456.0,2000000000.0,0.0,1.0,5.0
4.291983736181932e-05,239.0,26894884000.0,28186410672.0,2000000000.0,0.0,4.0,5.0
5.873528849940627e-05,334.0,37688710000.0,39146869889.0,2000000000.0,1.0,2.0,4.0
2.882964582166518e-05,153.0,17022486000.0,18415394689.0,2000000000.0,0.0,1.0,4.0
7.511675269509308e-05,421.0,48295488000.0,49747311335.0,2000000000.0,0.0,2.0,2.0
1.9419378052474588e-05,92.0,10232108000.0,11578278775.0,2000000000.0,1.0,3.0,3.0
1.756426621468729e-05,88.0,9590020000.0,10537365658.0,2000000000.0,0.0,2.0,2.0
7.535125585958409e-06,23.0,2432220000.0,3556245993.0,2000000000.0,0.0,0.0,4.0
4.353176880807e-05,240.0,26538533000.0,28322325264.0,2000000000.0,0.0,0.0,3.0
1.2860121982423544e-05,52.0,5643204000.0,7251971943.0,2000000000.0,1.0,3.0,5.0
9.67303542197528e-06,29.0,3141542000.0,5090471173.0,2000000000.0,3.0,3.0,8.0
1.2036998510232764e-05,47.0,5178945000.0,6631047796.0,2000000000.0,1.0,1.0,2.0
1.2025584450197542e-05,34.0,3817718000.0,6716547152.0,2000000000.0,0.0,2.0,3.0
3.296737395961816e-05,176.0,19831726000.0,21012331697.0,2000000000.0,0.0,1.0,4.0
1.4055413481390808e-05,56.0,6307964000.0,7968626036.0,2000000000.0,3.0,4.0,5.0
4.272460077992097e-05,233.0,26460774000.0,27909077892.0,2000000000.0,1.0,1.0,3.0
1.606295881246309e-05,79.0,8550654000.0,9683943312.0,2000000000.0,1.0,0.0,3.0
2.625556917952607e-05,135.0,15045022000.0,16834158309.0,2000000000.0,0.0,3.0,4.0
1.4483380383629427e-05,68.0,7427935000.0,8559397837.0,2000000000.0,0.0,2.0,3.0
7.657252876050921e-06,25.0,2649938000.0,3939240002.0,2000000000.0,0.0,3.0,3.0
7.645039741073837e-05,439.0,50141658000.0,51373484861.0,2000000000.0,1.0,1.0,5.0
6.660988874124371e-05,386.0,43841862000.0,44680178799.0,2000000000.0,0.0,1.0,1.0
7.523926872135261e-05,436.0,49990301000.0,51124647401.0,2000000000.0,0.0,1.0,1.0
6.564950080708905e-06,15.0,1539383000.0,3095748450.0,2000000000.0,0.0,0.0,3.0
9.042049846008512e-06,30.0,3234937000.0,4690588913.0,2000000000.0,1.0,4.0,6.0
1.5975138962496694e-05,63.0,6830989000.0,9561256311.0,2000000000.0,1.0,0.0,3.0
1.328747498713358e-05,64.0,6846237000.0,7796086904.0,2000000000.0,0.0,1.0,1.0
1.1698454883633608e-05,50.0,5308781000.0,6802866455.0,2000000000.0,0.0,1.0,4.0
3.984517786654826e-05,234.0,26374826000.0,27382478591.0,2000000000.0,1.0,1.0,3.0
1.1876359441334548e-05,56.0,6018468000.0,7017760395.0,2000000000.0,0.0,0.0,1.0
8.674864647174245e-06,26.0,2810977000.0,4609078913.0,2000000000.0,2.0,1.0,3.0
8.252936047315598e-06,27.0,2809583000.0,4482115133.0,2000000000.0,0.0,2.0,7.0
4.592672069708309e-05,270.0,30451973000.0,31629656086.0,2000000000.0,2.0,3.0,4.0
6.50769236330702e-05,365.0,42218685000.0,43832813592.0,2000000000.0,0.0,0.0,3.0
3.021226230383081e-05,164.0,18361926000.0,19485117434.0,2000000000.0,1.0,2.0,2.0
2.830734734552242e-05,148.0,16401354000.0,17906285996.0,2000000000.0,1.0,2.0,3.0
6.669263645564604e-05,385.0,43898658000.0,44847831677.0,2000000000.0,0.0,0.0,0.0
2.3693596811058986e-05,120.0,13601275000.0,14779778649.0,2000000000.0,1.0,2.0,2.0
8.562536363204981e-05,486.0,56124002000.0,57251813275.0,2000000000.0,1.0,1.0,4.0
2.672006373506124e-05,143.0,15697606000.0,17094214872.0,2000000000.0,1.0,3.0,4.0
2.9029105775478504e-05,157.0,17585123000.0,18765172426.0,2000000000.0,1.0,1.0,1.0
7.609621254884629e-05,435.0,49554599000.0,50999815181.0,2000000000.0,0.0,4.0,6.0
1.5203255251483034e-05,71.0,7807860000.0,8772820018.0,2000000000.0,1.0,3.0,3.0
1.87186955358088e-05,102.0,11261794000.0,12880521444.0,2000000000.0,0.0,3.0,5.0
7.781368854196573e-05,432.0,49649064000.0,52258264783.0,2000000000.0,5.0,4.0,6.0
1.009075409661957e-05,38.0,4032420000.0,5263021801.0,2000000000.0,0.0,2.0,4.0
8.97969440773028e-06,34.0,3658750000.0,4500867136.0,2000000000.0,0.0,1.0,1.0
7.93305637439092e-06,21.0,2261186000.0,3979889819.0,2000000000.0,0.0,1.0,1.0
8.515364065574705e-06,32.0,3356707000.0,4252476275.0,2000000000.0,0.0,1.0,2.0
8.31761866879383e-05,475.0,55081024000.0,56253732026.0,2000000000.0,2.0,1.0,2.0
5.76367102632311e-05,311.0,35100308000.0,37489290349.0,2000000000.0,7.0,10.0,11.0
6.901054237647537e-06,21.0,2194733000.0,3326654648.0,2000000000.0,0.0,3.0,5.0
7.109061072941293e-06,24.0,2590075000.0,3432095967.0,2000000000.0,1.0,1.0,2.0
1.4281820759167905e-05,64.0,6894452000.0,8078227466.0,2000000000.0,1.0,3.0,6.0
8.932722586262672e-06,34.0,3566974000.0,4642644480.0,2000000000.0,1.0,1.0,2.0
8.809025952265915e-06,29.0,3159790000.0,4621390687.0,2000000000.0,0.0,1.0,4.0
3.884253499180064e-05,216.0,24676404000.0,25627980353.0,2000000000.0,0.0,0.0,0.0
6.7010349892606046e-06,16.0,1675377000.0,3118164999.0,2000000000.0,4.0,4.0,6.0
8.742836147780916e-06,27.0,2879854000.0,4432233480.0,2000000000.0,3.0,6.0,8.0
7.65754726840501e-06,24.0,2621610000.0,3907798626.0,2000000000.0,1.0,3.0,3.0
1.2816271755800137e-05,42.0,4550494000.0,7456751009.0,2000000000.0,3.0,1.0,3.0
1.0824910703301428e-05,38.0,4086546000.0,5645102347.0,2000000000.0,1.0,2.0,4.0
4.877541749842691e-05,270.0,30267495000.0,32506728132.0,2000000000.0,3.0,7.0,9.0
9.820886502663298e-06,34.0,3594732000.0,5192217052.0,2000000000.0,1.0,0.0,1.0
8.939415965523418e-06,31.0,3247594000.0,4540006554.0,2000000000.0,0.0,3.0,4.0
4.506701597779228e-05,238.0,26771292000.0,29676961159.0,2000000000.0,5.0,4.0,7.0
8.028816750314501e-06,27.0,3096746000.0,4104001652.0,2000000000.0,0.0,1.0,2.0
6.364857614643438e-05,361.0,41393138000.0,42572788010.0,2000000000.0,1.0,3.0,5.0
1.0349168248176066e-05,25.0,2737822000.0,5411953828.0,2000000000.0,2.0,6.0,9.0
7.65220702489217e-06,20.0,2080170000.0,3671416923.0,2000000000.0,2.0,1.0,3.0
1.127592228919519e-05,18.0,2063784000.0,6090616059.0,2000000000.0,5.0,10.0,21.0
1.6921678444580395e-05,53.0,5796433000.0,10211987859.0,2000000000.0,8.0,9.0,21.0
6.715184314488446e-05,389.0,44697732000.0,46039986325.0,2000000000.0,2.0,5.0,6.0
1.2728463641889324e-05,57.0,6377723000.0,7273440992.0,2000000000.0,0.0,1.0,1.0
9.88391136341254e-06,37.0,4020614000.0,5124165742.0,2000000000.0,0.0,0.0,0.0
9.033349715571731e-05,510.0,59623147000.0,60966775501.0,2000000000.0,0.0,1.0,3.0
7.47298431359258e-05,422.0,48271552000.0,49403546139.0,2000000000.0,1.0,3.0,4.0
7.617667335894769e-06,18.0,2069133000.0,3732616464.0,2000000000.0,3.0,1.0,2.0
5.0570824972973824e-05,279.0,31657749000.0,32717873195.0,2000000000.0,0.0,2.0,2.0
3.250411664778168e-05,173.0,19393285000.0,20514301523.0,2000000000.0,0.0,3.0,4.0
4.576119765657436e-05,251.0,28597599000.0,29890679631.0,2000000000.0,1.0,5.0,6.0
6.54759944173606e-05,366.0,41430456000.0,43498108058.0,2000000000.0,2.0,3.0,6.0
7.716717306197469e-05,449.0,51755647000.0,53041410176.0,2000000000.0,1.0,0.0,1.0
1.1385369202281173e-05,45.0,4959324000.0,6243625742.0,2000000000.0,3.0,2.0,3.0
7.178952565701593e-05,418.0,47865180000.0,49037342016.0,2000000000.0,1.0,3.0,4.0
9.909828903736072e-06,41.0,4402348000.0,5454115486.0,2000000000.0,1.0,1.0,2.0
7.327364041859585e-06,23.0,2438986000.0,3702810807.0,2000000000.0,0.0,1.0,2.0
6.68059544225523e-05,391.0,44185517000.0,45629708179.0,2000000000.0,0.0,1.0,2.0
1.063350163532628e-05,34.0,3687072000.0,5919387023.0,2000000000.0,4.0,2.0,5.0
8.104010047307201e-06,25.0,2700706000.0,4100023380.0,2000000000.0,1.0,1.0,5.0
2.5910648512959016e-05,134.0,14893226000.0,15904276478.0,2000000000.0,0.0,1.0,2.0
5.2533083892011176e-05,297.0,33394057000.0,34453807922.0,2000000000.0,0.0,1.0,1.0
5.983769988961981e-05,325.0,37133131000.0,38649026231.0,2000000000.0,1.0,3.0,7.0
7.244665779424372e-05,408.0,46376298000.0,47318721150.0,2000000000.0,1.0,0.0,3.0
3.995121263866908e-05,215.0,24626261000.0,25629438917.0,2000000000.0,1.0,2.0,4.0
7.419621874797432e-05,419.0,48242808000.0,49415916376.0,2000000000.0,1.0,1.0,1.0
7.676892416061434e-05,443.0,50773487000.0,52004288630.0,2000000000.0,1.0,3.0,5.0
7.784546355537826e-05,452.0,51694555000.0,52598649466.0,2000000000.0,0.0,0.0,1.0
